question,response_j,response_k,id_lst
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {칠하다,이용하다,그,페인트,롤러,벽}
1. 롤러로 페인트를 이용해서 그림을 그려.
2. 그는 롤러를 이용해서 혼자 벽에 페인트를 칠했다.
3. 그 벽에 페인트를 칠하려면 롤러가 필요해.
4. 페인트로 그 벽을 새롭게 만들 수 있어.",2. 그는 롤러를 이용해서 혼자 벽에 페인트를 칠했다.,4. 페인트로 그 벽을 새롭게 만들 수 있어.,Kocommon_Gen
"여자는 이가 아프다.
     다음 원인에 적절한 답은 무엇일까요?",여자는 충치가 생겼다.,여자는 양치를 했다.,Hellaswag
"여자가 응급실에 실려갔다.
     다음 원인에 적절한 답은 무엇일까요?",여자가 길거리에서 갑자기 쓰러졌다.,여자가 갑자기 자리에서 일어났다.,Hellaswag
"주차장에 자리가 없었다.
     다음 결과에 적절한 답은 무엇일까요?",골목길에 주차를 했다.,세차를 했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {넘기다,받다,말,그}
1. 책을 넘기다가 중요한 페이지를 발견했어.
2. 그 말을 듣고는 모두가 놀랐어요.
3. 그는 내가 하는 말을 능숙하게 턱턱 받아 넘긴다.
4. 사람들이 나에게 받으라고 권했지만 거절했어.",3. 그는 내가 하는 말을 능숙하게 턱턱 받아 넘긴다.,1. 책을 넘기다가 중요한 페이지를 발견했어.,Kocommon_Gen
"집에 빚쟁이가 들이닥쳤다.
     다음 원인에 적절한 답은 무엇일까요?",우리 가족에게 빚이 있다.,우리 가족은 불화가 많다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {나가다,밝히다,전기,촛불,방}
1. 방의 불을 밝힌 촛불이 전기가 나갔다.
2. 전기를 밝히다가 전구가 나갔다.
3. 나가다 보니 전기가 나가 있었다.
4. 방마다 촛불을 켜두었다.",1. 방의 불을 밝힌 촛불이 전기가 나갔다.,2. 전기를 밝히다가 전구가 나갔다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {팀,어렵다,준비,경기,모르다,실력,상대}
1. 상대 팀의 실력이 어떤지 몰라서 경기 준비가 어렵다.
2. 준비 없이 경기에 나가서 어렵게 이겼다.
3. 상대방 팀을 모르고 경기하니까 힘들었다.
4. 실력이 뛰어난 팀이 경기에서 이겼다.",1. 상대 팀의 실력이 어떤지 몰라서 경기 준비가 어렵다.,3. 상대방 팀을 모르고 경기하니까 힘들었다.,Kocommon_Gen
"남자는 매일 꼼꼼하게 세안을 했다.
     다음 결과에 적절한 답은 무엇일까요?",남자의 피부가 깨끗해졌다.,남자의 피부가 탔다.,Hellaswag
"영화관에 갔다.
     다음 결과에 적절한 답은 무엇일까요?",영화표를 예매했다.,배우가 되었다.,Hellaswag
"예능 프로그램이 방송통신위원회로부터 경고조치를 받았다.
     다음 원인에 적절한 답은 무엇일까요?",예능 프로그램에 저속한 욕이 포함되어 있었다.,예능 프로그램 줄거리가 흥미로웠다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {한국,증가하다,수출액}
1. 수출액의 변동은 경제에 중요한 영향을 미친다.
2. 증가하다라는 말은 일반적으로 긍정적인 현상을 묘사하는 데 사용된다.
3. 한국의 문화 콘텐츠는 전 세계적으로 인기를 끌고 있다.
4. 한국의 수출액이 몇 년 사이 꾸준히 증가하고 있다.",4. 한국의 수출액이 몇 년 사이 꾸준히 증가하고 있다.,1. 수출액의 변동은 경제에 중요한 영향을 미친다.,Kocommon_Gen
"대기표를 뽑았다.
     다음 원인에 적절한 답은 무엇일까요?",차례를 기다리는 사람이 많다.,차례를 기다리는 사람이 적다.,Hellaswag
"예보에 없던 소나기가 내린다.
     다음 결과에 적절한 답은 무엇일까요?",사람들이 비를 피해 뛰어간다.,사람들이 공원을 산책한다.,Hellaswag
"저녁 식사를 요리하기가 귀찮다.
     다음 결과에 적절한 답은 무엇일까요?",음식을 배달시켰다.,밥을 안치고 국을 끓였다.,Hellaswag
"알람이 크게 울렸다.
     다음 결과에 적절한 답은 무엇일까요?",여자가 잠에서 깼다.,여자가 잠에 들었다.,Hellaswag
"중이염이 생겼다.
     다음 결과에 적절한 답은 무엇일까요?",귀에 먹먹한 통증이 느껴졌다.,혀가 껄끄럽고 아팠다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {속,스며들다,나무,길,집,어스름,돌}
1. 어스름이 깔릴 때 길을 걷는 것이 좋다.
2. 나무 아래에서 속이 시원해졌다.
3. 길가에 홀로 서 있는 낡은 집이 보인다.
4. 어스름은 집과 길 나무와 돌 속으로 깊이 스며든다.",4. 어스름은 집과 길 나무와 돌 속으로 깊이 스며든다.,2. 나무 아래에서 속이 시원해졌다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {물러나다,하다,충언,왕,신하}
1. 신하가 왕에게 조언을 건넸다.
2. 왕이 어려운 결정을 하다.
3. 물러나다는 때로 필요한 선택이 될 수 있다.
4. 신하는 왕께 충언을 하고 곧장 물러났다.",4. 신하는 왕께 충언을 하고 곧장 물러났다.,3. 물러나다는 때로 필요한 선택이 될 수 있다.,Kocommon_Gen
"사람이 바다에 빠졌다.
     다음 결과에 적절한 답은 무엇일까요?",수상구조요원이 바다에 뛰어들었다.,수상구조요원이 바다에서 나왔다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {받다,진단,관절염,엉덩이뼈,망가지다}
1. 관절염은 흔히 노년층에서 발견된다.
2. 열심히 운동했지만 관절염으로 엉덩이뼈가 망가졌다는 진단을 받았다.
3. 관절염은 엉덩이뼈에 영향을 준다.
4. 받지 않는 진단은 해결이 어렵다.",2. 열심히 운동했지만 관절염으로 엉덩이뼈가 망가졌다는 진단을 받았다.,4. 받지 않는 진단은 해결이 어렵다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {지치다,마치다,전반전,모습,선수들}
1. 경기의 전반전이 끝나고 팀들은 전략을 논의했다.
2. 선수들이 경기를 마치고 가벼운 발걸음으로 떠났다.
3. 그가 좋아하는 선수들은 지친 모습으로 전반전을 마쳤다.
4. 그의 모습은 지친 하루를 보낸 것처럼 보였다.",3. 그가 좋아하는 선수들은 지친 모습으로 전반전을 마쳤다.,2. 선수들이 경기를 마치고 가벼운 발걸음으로 떠났다.,Kocommon_Gen
"여자는 주말마다 절에 간다.
     다음 원인에 적절한 답은 무엇일까요?",여자는 불교 신자이다.,여자는 기독교 신자이다.,Hellaswag
"지하철이 연착되었다.
     다음 원인에 적절한 답은 무엇일까요?",앞서 가던 지하철에 사고가 있었다.,앞서 가던 지하철에 사람이 별로 없었다.,Hellaswag
"에어컨 점검을 받았다.
     다음 원인에 적절한 답은 무엇일까요?",에어컨 바람이 시원하지 않았다.,에어컨 바람이 시원했다.,Hellaswag
"입술이 빨갛게 되었다.
     다음 원인에 적절한 답은 무엇일까요?",립스틱을 발랐다.,핸드크림을 발랐다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {사이,모르다,중독,빠지다,사이버}
1. 인터넷 사이트 중독은 심각한 문제가 될 수 있다.
2. 많은 사람들이 게임에 중독되어 빠져나오기 어렵다.
3. 자신도 모르는 사이에 사이버 중독에 빠질 수 있다.
4. 사이버 공간에서 정보를 모르면 위험할 수 있다.",3. 자신도 모르는 사이에 사이버 중독에 빠질 수 있다.,4. 사이버 공간에서 정보를 모르면 위험할 수 있다.,Kocommon_Gen
"자전거 브레이크를 밟았다.
     다음 결과에 적절한 답은 무엇일까요?",자전거가 멈췄다.,자전거가 앞으로 나아갔다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {시청자,지향하다,커뮤니케이션,쌍방향}
1. 시청자의 수가 감소하고 있다.
2. 커뮤니케이션 기술은 점점 발전하고 있다.
3. 프로그램은 시청자 의견을 반영한 쌍방향 커뮤니케이션을 지향한다.
4. 쌍방향 소통은 효과적인 대화를 위해 중요하다.",3. 프로그램은 시청자 의견을 반영한 쌍방향 커뮤니케이션을 지향한다.,4. 쌍방향 소통은 효과적인 대화를 위해 중요하다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {새롭다,사상,나,배우다,외숙}
1. 나는 어릴 때부터 외숙집에서 많은 시간을 보냈다.
2. 나의 외숙은 할아버지께 새로운 사상과 가르침을 배우셨다.
3. 사상의 자유는 사회에 중요한 가치이다.
4. 새롭다고 느끼는 것들에 대해 배우기 시작했다.",2. 나의 외숙은 할아버지께 새로운 사상과 가르침을 배우셨다.,1. 나는 어릴 때부터 외숙집에서 많은 시간을 보냈다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {옥살이하다,억울하다,쓰다,누명,그}
1. 억울한 상황이 지속되었다.
2. 누명을 쓰고도 그는 침묵했다.
3. 그는 옥살이를 해서 억울했다.
4. 그는 이번에 누명을 쓰고 억울하게 옥살이했다.",4. 그는 이번에 누명을 쓰고 억울하게 옥살이했다.,3. 그는 옥살이를 해서 억울했다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {듣다,소식,친구,낳다,아들,결혼하다}
1. 친구에게서 소식을 전혀 듣지 못했다.
2. 오랜만에 친구와 소식을 나누었다.
3. 친구는 결혼해서 아들을 낳았다는 소식을 우연히 들었다.
4. 아들이 결혼하려고 한다고 하더라.",3. 친구는 결혼해서 아들을 낳았다는 소식을 우연히 들었다.,4. 아들이 결혼하려고 한다고 하더라.,Kocommon_Gen
"전깃줄이 끊어졌다.
     다음 결과에 적절한 답은 무엇일까요?",전기가 끊겼다.,전기 공급이 원활하게 이루어졌다.,Hellaswag
"여자가 남성과 결혼하였다.
     다음 원인에 적절한 답은 무엇일까요?",여자는 동성애자가 아니다.,여자는 동성애자다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {외식업체들,많다,진출하다,국내}
1. 외식업체들이 진출하는 국가가 늘고 있다.
2. 국내에 진출해 있는 미국계 외식업체들이 곳곳에 많다.
3. 국내 많은 외식업체들이 새로운 메뉴를 개발했다.
4. 국내에는 외식업체가 정말 많아 콘셉트가 중요하다.",2. 국내에 진출해 있는 미국계 외식업체들이 곳곳에 많다.,4. 국내에는 외식업체가 정말 많아 콘셉트가 중요하다.,Kocommon_Gen
"강아지가 추워하기 시작했다.
     다음 원인에 적절한 답은 무엇일까요?",강아지의 털을 모두 밀었다.,강아지의 털이 잘 자랐다.,Hellaswag
"남자가 가스불을 계속 켜놓았다.
     다음 결과에 적절한 답은 무엇일까요?",남자의 집에 화재가 일어났다.,남자가 화재 대피 훈련을 했다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {빠지다,같다,너,생쥐,물독}
1. 너는 생쥐를 좋아하는 것 같다.
2. 생쥐가 물독에서 빠져나왔어.
3. 너는 지금 마치 물독에 빠진 작은 생쥐 같다.
4. 물독에 머리를 빠지지 않도록 주의해.",3. 너는 지금 마치 물독에 빠진 작은 생쥐 같다.,1. 너는 생쥐를 좋아하는 것 같다.,Kocommon_Gen
"여자가 근육통을 느꼈다.
     다음 원인에 적절한 답은 무엇일까요?",여자가 오랫동안 운동을 했다.,여자가 오랫동안 담배를 폈다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {붙이다,소제목,교수}
1. 중요한 문서에 서명을 붙이다.
2. 교수님의 강의는 항상 흥미롭다.
3. 그 교수는 이번 논문의 소제목을 붙였다.
4. 소제목을 잘 구성하면 내용 이해가 쉬워진다.",3. 그 교수는 이번 논문의 소제목을 붙였다.,4. 소제목을 잘 구성하면 내용 이해가 쉬워진다.,Kocommon_Gen
"운동화를 신고 모래사장을 걸었다.
     다음 결과에 적절한 답은 무엇일까요?",운동화 안에 모래가 들어갔다.,운동화 안에 진흙이 들어갔다.,Hellaswag
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {말하다,다치다,크다,어머니,의사}
1. 의사가 말하는 동안 환자가 울다.
2. 어머니가 다친 아이를 보고 놀라다.
3. 의사는 우리 어머니가 크게 다치지 않았다고 말했다.
4. 의사는 환자에게 크게 말하다.",3. 의사는 우리 어머니가 크게 다치지 않았다고 말했다.,2. 어머니가 다친 아이를 보고 놀라다.,Kocommon_Gen
"다음 주어진 concept set의 단어를 모두 사용하여 만든 문장들 중 가장 적절한 것을 고르세요.
concept set: {맵다,냄새,고기,식당,연기,가득하다,안}
1. 연기가 가득한 방에서 앉았다.
2. 고기를 먹으려고 식당에 갔다.
3. 식당 안은 고기 냄새와 매운 연기로 가득했다.
4. 식당에서 나는 냄새가 너무 맵다.",3. 식당 안은 고기 냄새와 매운 연기로 가득했다.,1. 연기가 가득한 방에서 앉았다.,Kocommon_Gen
